transcript	WormBaseGeneID	GeneName	biotype	strain	expression
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU397	-0.414157193142393
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU406	-0.163424415562147
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU440	-0.0536684280599539
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU642	-1
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU774	-0.200843417678711
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU775	0.00162459071435542
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU778	-0.489672098249805
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU782	-0.642881477619471
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU792	-0.311504674967882
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU830	-0.490380296094179
C41D11.1a.1	WBGene00016561	eri-6	mRNA	JU847	-0.634807466403268
C41D11.1a.1	WBGene00016561	eri-6	mRNA	KR314	0.213012711276592
C41D11.1a.1	WBGene00016561	eri-6	mRNA	LKC34	-0.60837896509355
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY1	-0.251298967686317
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY10	-0.726236441183545
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY16	0.441923256146163
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY18	-0.436301139301757
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY2147	-0.590040374329772
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY2212	-0.42222988303082
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY23	0.0530036720256763
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY2573	-0.688295896760824
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY2585	-0.142944566708703
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY2713	-0.359373382439208
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY518	-0.234925930233507
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY772	-0.0831780714206372
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY795	-0.255439263059798
C41D11.1a.1	WBGene00016561	eri-6	mRNA	MY920	-0.804135612341081
C41D11.1a.1	WBGene00016561	eri-6	mRNA	N2	-0.168322405010235
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC1	-0.140723666679005
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC166	-0.486796202992593
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC199	0.0287462486053624
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC2	-0.511718100850775
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC207	-0.446062785884082
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC231	-0.071851163770153
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC236	-0.601844672843146
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC242	-0.056390903649458
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC251	-0.462826686524091
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC252	-0.263769875233775
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC255	0.0396973003608199
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC256	-0.305323510657119
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC258	-0.13344365800241
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC259	0.0481455736222387
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC260	0.206694464505321
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC261	-0.124881749716389
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC265	-0.291526738939653
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC266	-0.733083248050582
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC267	-0.899738556436286
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC268	0.454715374191102
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC271	-0.561595294495647
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC274	0.150632575138823
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC275	0.201570921975365
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC276	-0.497024225246438
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC277	-0.791726913630154
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC3	-0.26392614458458
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC501	0.479541147343185
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC511	-0.0909425724004581
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC513	0.0382820119537448
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC514	-0.221464011945626
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC515	-0.153995180522998
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC523	-0.897264144804749
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC526	-0.655352664956036
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC527	-0.122714704547125
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC528	0.0977779369739523
C41D11.1a.1	WBGene00016561	eri-6	mRNA	NIC529	-0.311292893057998
C41D11.1a.1	WBGene00016561	eri-6	mRNA	PB306	-0.737055366938421
C41D11.1a.1	WBGene00016561	eri-6	mRNA	PS2025	-1
C41D11.1a.1	WBGene00016561	eri-6	mRNA	PX179	-0.440970849807898
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QG2075	1.46238169456179
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QG556	-0.206142709661052
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QW947	-0.250427148118616
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QX1212	-0.538125853275501
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QX1233	-0.669772050992525
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QX1791	2.58705012067756
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QX1792	-0.220602065933409
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QX1793	-0.693483693725556
C41D11.1a.1	WBGene00016561	eri-6	mRNA	QX1794	0.240685714497826
C41D11.1a.1	WBGene00016561	eri-6	mRNA	RC301	-0.669085727253904
C41D11.1a.1	WBGene00016561	eri-6	mRNA	WN2050	-0.345907585917709
C41D11.1a.1	WBGene00016561	eri-6	mRNA	XZ1513	-0.496179533724635
C41D11.1a.1	WBGene00016561	eri-6	mRNA	XZ1515	-0.870020226933931
C41D11.1a.1	WBGene00016561	eri-6	mRNA	XZ1516	-1
C41D11.1b.1	WBGene00016561	eri-6	mRNA	AB1	0.1592497790285
C41D11.1b.1	WBGene00016561	eri-6	mRNA	BRC20067	-0.199171236099127
C41D11.1b.1	WBGene00016561	eri-6	mRNA	BRC20263	0.155627544906956
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CB4852	-0.113671028945367
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CB4855	-0.370005418655608
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CB4856	-0.497907564898927
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CB4857	-0.0538377642958949
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CB4858	0.0481678161157343
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11254	0.525845880677751
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11262	-0.300962139304646
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11264	0.275733838823109
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11271	-0.105373779356841
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11276	-0.337399854275224
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11285	0.332609830609651
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11292	0.00496290815791448
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11307	-0.290870828369486
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11314	-0.0493952454902611
C41D11.1b.1	WBGene00016561	eri-6	mRNA	CX11315	0.112667561750867
C41D11.1b.1	WBGene00016561	eri-6	mRNA	DL200	-0.118843484826358
C41D11.1b.1	WBGene00016561	eri-6	mRNA	DL226	-0.255337452626075
C41D11.1b.1	WBGene00016561	eri-6	mRNA	DL238	-0.518732901657982
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA189	-0.27200677801642
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA348	0.0172004180308489
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA349	0.219471570571599
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA363	-0.327616438015822
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA372	0.0774505154277112
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA592	-0.180319452978847
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA594	-0.996896872272783
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA703	-1
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA705	-0.0863747056796964
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA710	-0.314909786209002
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA738	0.0797298683730936
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA743	-0.0666937896293666
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA745	-0.850782587247487
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA777	0.0652957400121995
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA812	-1
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ECA923	0.214240697580926
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3005	-0.0156892937452674
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3012	-0.479483790321307
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3017	-0.375609728502247
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3040	-1
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3048	-0.181143058685254
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3049	-0.597932012481048
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3052	-0.194882388808577
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3073	-0.377213001275498
C41D11.1b.1	WBGene00016561	eri-6	mRNA	ED3077	-0.313247799392156
C41D11.1b.1	WBGene00016561	eri-6	mRNA	EG4347	-0.208103918573749
C41D11.1b.1	WBGene00016561	eri-6	mRNA	EG4724	0.00493163523216451
C41D11.1b.1	WBGene00016561	eri-6	mRNA	EG4946	-0.650597781634406
C41D11.1b.1	WBGene00016561	eri-6	mRNA	GXW1	0.0547367545893697
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JT11398	-0.513587251722312
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1088	0.0936741862726489
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1172	-0.329187007100538
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1200	-0.0697978497897994
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1212	-0.821173938141358
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1213	0.614913420558689
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1242	0.0292607123292534
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1246	0.136100371312867
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1395	-0.0429760735129872
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1409	-0.277959787073394
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1440	-0.229344934736433
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1491	-0.221022656396974
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1530	-0.66997231419729
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1543	0.0736117853116342
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1568	-0.560076023869594
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1581	-1
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1586	0.0302638882982077
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1652	-0.822906996903204
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1666	-0.18146455944028
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1792	0.342323906856903
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1793	-0.646954182486333
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1808	0.00276245453202497
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1896	-0.308808212674411
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU1934	-0.219901670168608
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2001	-0.43151251578361
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2007	-0.903568412081277
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2016	0.0671359307617762
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2017	-0.12370469913013
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2106	-0.561030559268758
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2131	0.274018900703557
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2141	-0.312390614050353
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2234	-0.00235653649760584
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2250	-0.0350071185539023
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2257	-0.4536928880921
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2464	-0.0080413774765858
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2466	-0.365217789061208
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2478	-0.148303827308352
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2513	-0.558112787559855
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2519	-0.227098930745182
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2522	-0.282966242711165
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2526	-0.23780744039464
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2534	-0.0143386327214277
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2565	-0.110987376726642
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2566	-0.392192351525875
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2570	-0.182144107566262
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2572	-0.0399765372888546
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2575	-0.35478405854507
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2576	-0.262954372897726
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2578	-0.259208151841381
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2581	-0.411433468232512
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2586	-0.146558433341887
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2592	-0.406525178033691
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2600	-0.179004056109561
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2610	-0.162356091352265
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2619	-1
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2811	-0.153095609268271
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2838	-0.240028759266485
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2841	-0.24253011702433
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2853	0.029380021482311
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2862	-0.323963073128262
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2866	-0.225169647221949
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2879	-0.273849539481348
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2906	-0.238687226450551
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU2907	-0.0948262476620221
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU310	-0.330290661919039
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU311	-0.543207083898617
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU3128	-0.250123675441879
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU3132	-0.0797031175435105
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU3134	-0.359222183035146
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU3140	0.0678720993120369
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU3144	-0.28917349189262
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU323	-0.0636757234893688
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU346	-0.0917205094354567
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU360	-0.629970151353344
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU367	-0.377747113932681
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU394	-0.506543196720209
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU397	-0.629600075128778
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU406	-0.685854257274756
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU440	-0.407209785803695
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU642	-0.431927379816468
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU774	0.0696603385847003
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU775	-0.297196048659172
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU778	-0.574437022733725
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU782	-0.349243878330291
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU792	-0.435966873380548
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU830	-0.201313832737355
C41D11.1b.1	WBGene00016561	eri-6	mRNA	JU847	-0.278842748653908
C41D11.1b.1	WBGene00016561	eri-6	mRNA	KR314	-0.454152129749021
C41D11.1b.1	WBGene00016561	eri-6	mRNA	LKC34	-0.0926372673896808
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY1	-0.605731351568049
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY10	0.17064990243676
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY16	0.0965031564205996
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY18	1.74600671927843
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY2147	-0.34997645464314
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY2212	-0.360708993414847
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY23	-0.559512914314386
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY2573	-0.39654498278013
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY2585	-0.133362438885069
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY2713	-0.963393825385247
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY518	-0.420081648106944
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY772	0.221948088066418
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY795	-0.172566730170539
C41D11.1b.1	WBGene00016561	eri-6	mRNA	MY920	-0.272991527965855
C41D11.1b.1	WBGene00016561	eri-6	mRNA	N2	-0.236074142895716
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC1	-0.175091477793415
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC166	-0.297162470734134
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC199	-0.223314268285749
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC2	-0.203920151645136
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC207	-0.450106481324143
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC231	0.0573778620668997
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC236	-0.581306013299022
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC242	-0.152941512029724
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC251	-0.723057243665015
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC252	-0.0266549254979175
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC255	-0.361781035032904
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC256	-0.53660565825467
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC258	0.499247942010215
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC259	-0.997035466308773
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC260	-0.189992341224236
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC261	-0.358805078582059
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC265	-0.486404140454235
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC266	-0.56716636429971
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC267	0.0286914570595997
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC268	-0.475374072374348
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC271	-0.522437257309551
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC274	-0.345521883962601
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC275	-0.0754140642120193
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC276	-0.439294355633736
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC277	-0.585693417571675
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC3	-0.387551438189991
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC501	-0.5009444154634
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC511	-0.222556016723052
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC513	0.615989863917983
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC514	-0.338445049746802
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC515	-0.0878177293958025
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC523	-0.100696241071118
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC526	-0.358730541859768
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC527	0.0929050828425246
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC528	-0.718808047183617
C41D11.1b.1	WBGene00016561	eri-6	mRNA	NIC529	-0.278269652750352
C41D11.1b.1	WBGene00016561	eri-6	mRNA	PB306	-0.0897727047158827
C41D11.1b.1	WBGene00016561	eri-6	mRNA	PS2025	0.00265353394546717
C41D11.1b.1	WBGene00016561	eri-6	mRNA	PX179	-0.0807449815093297
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QG2075	0.362235211419025
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QG556	-0.133517832772577
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QW947	-0.715138501126219
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QX1212	-0.0733976496247689
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QX1233	-0.670565385447288
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QX1791	1.15214248211892
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QX1792	0.19632622688914
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QX1793	0.216930662691035
C41D11.1b.1	WBGene00016561	eri-6	mRNA	QX1794	0.0942194236490865
C41D11.1b.1	WBGene00016561	eri-6	mRNA	RC301	-0.0149720796282757
C41D11.1b.1	WBGene00016561	eri-6	mRNA	WN2050	-0.0710544273213173
C41D11.1b.1	WBGene00016561	eri-6	mRNA	XZ1513	-0.598776177276021
C41D11.1b.1	WBGene00016561	eri-6	mRNA	XZ1515	0.530994433996778
C41D11.1b.1	WBGene00016561	eri-6	mRNA	XZ1516	-0.468651038081813
C41D11.1b.2	WBGene00016561	eri-6	mRNA	AB1	-1
C41D11.1b.2	WBGene00016561	eri-6	mRNA	BRC20067	-0.380713007401657
C41D11.1b.2	WBGene00016561	eri-6	mRNA	BRC20263	-0.735377817837586
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CB4852	-0.600053798805348
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CB4855	-0.672556021535048
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CB4856	-1
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CB4857	-0.503803625354401
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CB4858	-0.674349027137656
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11254	-0.748976429559748
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11262	-0.571901825669157
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11264	-0.182584135792449
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11271	-0.40681628704219
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11276	-0.820530866114182
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11285	-0.271821679977021
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11292	-0.757258175806152
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11307	-0.681663185100317
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11314	-0.880539549082253
C41D11.1b.2	WBGene00016561	eri-6	mRNA	CX11315	-0.812248363409202
C41D11.1b.2	WBGene00016561	eri-6	mRNA	DL200	-0.848996249672063
C41D11.1b.2	WBGene00016561	eri-6	mRNA	DL226	-1
C41D11.1b.2	WBGene00016561	eri-6	mRNA	DL238	-0.963443943531289
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA189	-0.880072128178124
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA348	-0.471420853006404
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA349	-0.736715201950737
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA363	-1
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA372	-0.735033922731267
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA592	-0.894165482152913
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA594	-0.924087442724586
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA703	-0.89346086544653
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA705	-0.883619983790453
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA710	-0.993671234630948
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA738	-0.513207005374742
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA743	-0.789872503772721
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA745	-0.913007471410143
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA777	-0.8840013864757
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA812	-1
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ECA923	-0.367672048717621
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3005	-0.844554302902285
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3012	-0.648028704496262
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3017	-0.932835602816494
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3040	-1
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3048	-0.833881675674888
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3049	-0.49390924827143
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3052	-0.401877778315778
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3073	-0.613676691310133
C41D11.1b.2	WBGene00016561	eri-6	mRNA	ED3077	-0.455827729064327
C41D11.1b.2	WBGene00016561	eri-6	mRNA	EG4347	-0.591178931284703
C41D11.1b.2	WBGene00016561	eri-6	mRNA	EG4724	-0.629122769683453
